candidate,captions,file,target,category,image_path
B00CIPLGAS,"['does not have spaghetti straps and has a darker pattern', 'is darker and shows more cleavage']",cap.dress.train.json,B004S08UY6,dress,data\images\pics\B00CIPLGAS.png
B00AM2HT78,"[' v necked and printed', 'has a green and tan floral pattern']",cap.dress.train.json,B0020UYG9O,dress,data\images\pics\B00AM2HT78.png
B00CY9F6OA,"['is lighter colored with a pattern', 'is much paler with a floral pattern']",cap.dress.train.json,B00CY90GDG,dress,data\images\pics\B00CY9F6OA.png
B008UWJHFO,"['is a bright color with pattern', 'is lighter in color and is longer in length']",cap.dress.train.json,B00D6PENK4,dress,data\images\pics\B008UWJHFO.png
B00CSXFZ5C,"['is red white and blue striped', 'has multi colored stripes and no flowers']",cap.dress.train.json,B00AQMXCYS,dress,data\images\pics\B00CSXFZ5C.png
B009P3WCOA,"['Shorter and darker', 'is less busy looking']",cap.dress.train.json,B008PCI0Z2,dress,data\images\pics\B009P3WCOA.png
B002RZ3DRI,"['is a green shirt dress with yellow belt', 'Is more green and longer']",cap.dress.train.json,B00E5WN2Z4,dress,data\images\pics\B002RZ3DRI.png
B000CMQRM6,"['This desired product was very comfortable', 'is black and white horizontal striped']",cap.dress.train.json,B00CTNXRII,dress,data\images\pics\B000CMQRM6.png
B00CAA4WU2,"['is white', 'is more purple and less blue']",cap.dress.train.json,B007B848XE,dress,data\images\pics\B00CAA4WU2.png
B00816HLAC,"['is a dark green dress', 'is brighter']",cap.dress.train.json,B00BB7FJRU,dress,data\images\pics\B00816HLAC.png
B00BGORAHA,"['is less floral', 'Is very dark blue']",cap.dress.train.json,B00BIJGL4G,dress,data\images\pics\B00BGORAHA.png
B008YR0AX8,"['is looser and lighter', 'has a shorter skirt in all white.']",cap.dress.train.json,B008YQV4KC,dress,data\images\pics\B008YR0AX8.png
B00ATFWT14,"['is shorter flair and open back', 'is purple and shorter']",cap.dress.train.json,B008N0L2DI,dress,data\images\pics\B00ATFWT14.png
B008BVA3HU,"['is yellow with black pattern', 'is yellow and patterned']",cap.dress.train.json,B00CD49XG8,dress,data\images\pics\B008BVA3HU.png
B00BJZ9WNQ,"['has a multicolored striped skirt', 'iss eparate solid top with striped bottom']",cap.dress.train.json,B008ZYMPE2,dress,data\images\pics\B00BJZ9WNQ.png
B005JD4RRA,"['is gold with longer sleeves and is more fitted', 'is gold and shiny']",cap.dress.train.json,B005P781OA,dress,data\images\pics\B005JD4RRA.png
B00BNXYJG4,"['has more ruffles and print concentrated lower on the skirt', 'has thinner shoulder straps and ruffled bodice']",cap.dress.train.json,B006UTFZRI,dress,data\images\pics\B00BNXYJG4.png
B00DECZ03S,"['is a shiny blue v neck below the knee lenght', 'is blue and black']",cap.dress.train.json,B004PEHPDM,dress,data\images\pics\B00DECZ03S.png
B007FHE3IQ,"['has a looser fit in solid purple', 'is purple and short.']",cap.dress.train.json,B001GUFWHE,dress,data\images\pics\B007FHE3IQ.png
B00B1V5TWG,"['has a red top', 'is lighter']",cap.dress.train.json,B00EARUGF8,dress,data\images\pics\B00B1V5TWG.png
B0071DSEDY,"['is more grey with shorter sleeves', 'has more greys']",cap.dress.train.json,B00AFGV5R6,dress,data\images\pics\B0071DSEDY.png
B007G68AE4,"['is a white dress with floral pattern', 'The desired product is shorter and less colorful.']",cap.dress.train.json,B004L2KJZY,dress,data\images\pics\B007G68AE4.png
B00B8QNPH0,"['is dark dreen', 'is blue']",cap.dress.train.json,B00AJJAQ3S,dress,data\images\pics\B00B8QNPH0.png
B00E0M08MO,"['This dress is longer and is black', 'has spaghetti straps and is black']",cap.dress.train.json,B005GYSX0O,dress,data\images\pics\B00E0M08MO.png
B0073ESJ8Q,"['is long flair sleeved and fitted', 'is black with a white frilly top and sleeves']",cap.dress.train.json,B00CY9A8QG,dress,data\images\pics\B0073ESJ8Q.png
B007FP4YBO,"['printed and longer', 'lighter color with pattern ankle length']",cap.dress.train.json,B00BNRPI24,dress,data\images\pics\B007FP4YBO.png
B0051USZFQ,"['is below knee sleeveless with florals', 'is a pink and white floral pattern']",cap.dress.train.json,B004PEB1GE,dress,data\images\pics\B0051USZFQ.png
B005R13MW0,"['v shaped neck with short sleeves and a flowery bright colour', 'has floral patterns']",cap.dress.train.json,B00CYP42EE,dress,data\images\pics\B005R13MW0.png
B00858BC88,"['black and white stripped short dress', 'is shorter and is striped']",cap.dress.train.json,B008BH9ZIC,dress,data\images\pics\B00858BC88.png
B007RKTRPA,"['has a darker color and frills', 'is darker and more revealing']",cap.dress.train.json,B0081503Z8,dress,data\images\pics\B007RKTRPA.png
B00D7MZJEA,"['is a skater black dress', 'is black and more revealing']",cap.dress.train.json,B00C6T4SF6,dress,data\images\pics\B00D7MZJEA.png
B008DSPNGC,"['is dark red and longer hemline', 'is red and not printed']",cap.dress.train.json,B0087YZZD8,dress,data\images\pics\B008DSPNGC.png
B009G8F9K8,"['black and pink design long dress', 'Is more solidly red and shows more legs']",cap.dress.train.json,B009EMNJ5I,dress,data\images\pics\B009G8F9K8.png
B005MN4UCO,"['Black over white and more revealing', 'is lighter and more revealing']",cap.dress.train.json,B00C9C70T6,dress,data\images\pics\B005MN4UCO.png
B0068NR7RC,"[' straps', 'It is more colorful and not on piece']",cap.dress.train.json,B009GEDVJI,dress,data\images\pics\B0068NR7RC.png
B004GCIF0A,"['is purple colored and more shiny', 'has purple top']",cap.dress.train.json,B005EVNEV2,dress,data\images\pics\B004GCIF0A.png
B00ARHOQM4,"['is solid blue with no sleeves', 'is blue and sleevless']",cap.dress.train.json,B009DMEWRI,dress,data\images\pics\B00ARHOQM4.png
B006WM4QGY,"['has a square shap', 'has tiered skirt and V-neckline']",cap.dress.train.json,B00CYA7GEC,dress,data\images\pics\B006WM4QGY.png
B008BKYQXS,"['has no sleeves', 'is white']",cap.dress.train.json,B007WOL93O,dress,data\images\pics\B008BKYQXS.png
B0043W9ZHU,"['is shorter', 'is purple and short.']",cap.dress.train.json,B003VSVG6U,dress,data\images\pics\B0043W9ZHU.png
B004NHJBRO,"[' black', 'in light colored']",cap.dress.train.json,B004RKVF80,dress,data\images\pics\B004NHJBRO.png
B00DP4WHK4,"['has longer sleeves', 'is raspberry colored and longer sleeved']",cap.dress.train.json,B00BFFAA1S,dress,data\images\pics\B00DP4WHK4.png
B008PJYITW,"['has less a plunging neckline and thinner straps', 'is orange with thinner straps']",cap.dress.train.json,B00BANN8YG,dress,data\images\pics\B008PJYITW.png
B004QZBD88,"['has a blue bottom color', 'has a blue bottom']",cap.dress.train.json,B005CJKODM,dress,data\images\pics\B004QZBD88.png
B00FE9T22Y,"['is much longer', 'is longer and more colorful with stripes']",cap.dress.train.json,B00CMLTYXO,dress,data\images\pics\B00FE9T22Y.png
B009S33RDM,"['is more see through', 'is solid black with a sash']",cap.dress.train.json,B00BWIEUC8,dress,data\images\pics\B009S33RDM.png
B00AYZEIJ0,"['is less revealing', 'has more blues and whites in a floral print.']",cap.dress.train.json,B00BMS4LVS,dress,data\images\pics\B00AYZEIJ0.png
B007ZP0DFA,"['is longer and more beachy', 'is blue and white and ankle length']",cap.dress.train.json,B0062EE8Q0,dress,data\images\pics\B007ZP0DFA.png
B00CY92VPW,"['is teal colored', 'is longer and more green']",cap.dress.train.json,B006PDWT82,dress,data\images\pics\B00CY92VPW.png
B006MPVXAS,"['is less complicated and pink', 'is pink ans slightly more flaired.']",cap.dress.train.json,B00DJM8EYU,dress,data\images\pics\B006MPVXAS.png
B00CKQMZNC,"['is a bright solid color with sheer', 'is purple and covers the neck']",cap.dress.train.json,B007CLF4C4,dress,data\images\pics\B00CKQMZNC.png
B00AKF4NVM,"['is longer and has prints', 'Is more colorful and longer']",cap.dress.train.json,B008E65TR6,dress,data\images\pics\B00AKF4NVM.png
B0090KHAU4,"['is more blue and airy', 'is more kinky']",cap.dress.train.json,B007XCGWS2,dress,data\images\pics\B0090KHAU4.png
B006WJ0YPY,"['Is shorter and has embellishments.', 'is shorter and has lace']",cap.dress.train.json,B009S3GL3K,dress,data\images\pics\B006WJ0YPY.png
B0085F3QOE,"['is a solid blue with thicker straps', 'Blue denim color that has bottom ruffle']",cap.dress.train.json,B003N69BO4,dress,data\images\pics\B0085F3QOE.png
B0020HRSL0,"['Has lace and an asymmetrical hemline', 'less strappy and patterned']",cap.dress.train.json,B005Q8X2UG,dress,data\images\pics\B0020HRSL0.png
B005ERT4OW,"['is more business with sleeves', 'Is blue with a red belt']",cap.dress.train.json,B004P5PAJM,dress,data\images\pics\B005ERT4OW.png
B00BBQCWY4,"['is solid white in color', 'is pure white']",cap.dress.train.json,B004ZF6TS8,dress,data\images\pics\B00BBQCWY4.png
B007P04D74,"['has longer sleeves and a looser fit', 'has long sleeves and a wider v-neckline']",cap.dress.train.json,B008H7U1K2,dress,data\images\pics\B007P04D74.png
B0092QK10M,"['is striped with long sleeves', 'is more stripped and long-sleeved']",cap.dress.train.json,B00AJJAGD8,dress,data\images\pics\B0092QK10M.png
B00FLMQ7EK,"['has no sleeves and darker', 'Is more revealing and colorful']",cap.dress.train.json,B007SOT6RY,dress,data\images\pics\B00FLMQ7EK.png
B00CH0E1DI,"['is longer in length and sleeveless', 'is warmer']",cap.dress.train.json,B00982TSFE,dress,data\images\pics\B00CH0E1DI.png
B00CBV4KQQ,"['is lighter and has shorter sleeves', 'is mint green with no sleeves']",cap.dress.train.json,B003AM874G,dress,data\images\pics\B00CBV4KQQ.png
B00CMSRMSQ,"['Is more complex and less monochromatic', 'geometric pattern with bare hips']",cap.dress.train.json,B00E00IURQ,dress,data\images\pics\B00CMSRMSQ.png
B00AQMT1IE,"['patterned with black and red with a black belt', 'is a shoulderless minidress']",cap.dress.train.json,B008LZSUCQ,dress,data\images\pics\B00AQMT1IE.png
B005JD4RRA,"['is a sleeveless compared to the other. It has a black top and white bottom.', 'It is very short']",cap.dress.train.json,B007MLVOEG,dress,data\images\pics\B005JD4RRA.png
B00E4FWYME,"['is solid black and long sleeves', 'shoes one sholder']",cap.dress.train.json,B006VHBT56,dress,data\images\pics\B00E4FWYME.png
B006WJC8K8,"[' knee length with sheer long sleeves', 'is red with elbow length sleeves and short']",cap.dress.train.json,B007PIX4XK,dress,data\images\pics\B006WJC8K8.png
B00BI3BPYI,"['is more flowing', 'is more flowing']",cap.dress.train.json,B0098MOTAI,dress,data\images\pics\B00BI3BPYI.png
B003TW4N7M,"['Less colorful', 'has longer sleeves']",cap.dress.train.json,B008ZAYN9Q,dress,data\images\pics\B003TW4N7M.png
B00DSI8Y2C,"['This dress has a more flattering pattern', 'is printed and 3/4 sleeves']",cap.dress.train.json,B006JYB5JG,dress,data\images\pics\B00DSI8Y2C.png
B008FWZP5K,"['Is brighter and strapless', 'is a mint green']",cap.dress.train.json,B00EW41B30,dress,data\images\pics\B008FWZP5K.png
B006TQUERS,"['multi colored and sexy', 'has a brown and white pattern']",cap.dress.train.json,B007WPHPMW,dress,data\images\pics\B006TQUERS.png
B009PYPGJW,"['is black with shorter sleeves', 'has shorter sleeves and is black with a pattern']",cap.dress.train.json,B007ZYSFQU,dress,data\images\pics\B009PYPGJW.png
B00BFX86U2,"['is blue and sleeveless', 'Is blue with a black belt']",cap.dress.train.json,B00CSS7ZBY,dress,data\images\pics\B00BFX86U2.png
B000OUHTBO,"['is longer and has one sided straps', 'Is all black and off the shoulder']",cap.dress.train.json,B008VIU2V0,dress,data\images\pics\B000OUHTBO.png
B007WWRFXY,"['is darker and has shorter sleeves', 'is darker and made of leather']",cap.dress.train.json,B00A846RTG,dress,data\images\pics\B007WWRFXY.png
B003FMU2NA,"['is multi colored', 'is purple']",cap.dress.train.json,B007CFE4E4,dress,data\images\pics\B003FMU2NA.png
B00BCP94PO,"['has no print with more flared bottom', 'is white and is more flowing']",cap.dress.train.json,B00D4C605U,dress,data\images\pics\B00BCP94PO.png
B00FMB2R62,"['is more grey with a lower neckline', 'is darker']",cap.dress.train.json,B00BMAPBWO,dress,data\images\pics\B00FMB2R62.png
B0067ID05Q,"['has less print and longer sleeves', 'is longer sleeved and looser fitted']",cap.dress.train.json,B00BMO2F8S,dress,data\images\pics\B0067ID05Q.png
B00EVKYJAC,"['has a u shaped neck and is black', 'is shortsleeve and black']",cap.dress.train.json,B008GSEC0W,dress,data\images\pics\B00EVKYJAC.png
B004IK9BLC,"['is strapless', 'is more golden']",cap.dress.train.json,B009AFABUU,dress,data\images\pics\B004IK9BLC.png
B009MQBJ80,"['is patterned', 'more black and dressier.']",cap.dress.train.json,B007P04D74,dress,data\images\pics\B009MQBJ80.png
B007Q1H0U4,"['is tighter and darker', 'is looser fitted and is darker in color']",cap.dress.train.json,B00CJOFHXK,dress,data\images\pics\B007Q1H0U4.png
B007L9XAWS,"['is blue in color and longer', ' striped and green']",cap.dress.train.json,B00E9CECW2,dress,data\images\pics\B007L9XAWS.png
B009LGQPKI,"['is written Jones New York', 'There is nothing to compare']",cap.dress.train.json,B00CFXU7TY,dress,data\images\pics\B009LGQPKI.png
B009PNEAUE,"['is black and white with no sleeves', 'has black front and white behind.']",cap.dress.train.json,B009DMAH9K,dress,data\images\pics\B009PNEAUE.png
B00DH7E1W6,"['is blue in color', 'is blue with only one shoulder strap']",cap.dress.train.json,B00BYNEFC6,dress,data\images\pics\B00DH7E1W6.png
B009DMF5S8,"['has sheer bell sleeves', 'is black with long sleeves']",cap.dress.train.json,B00BGBLQ1E,dress,data\images\pics\B009DMF5S8.png
B00APLSV2I,"['plain grayish blue color', 'is solid gray and has straps']",cap.dress.train.json,B00APK50YG,dress,data\images\pics\B00APLSV2I.png
B008PQIE8G,"['is dark blue colored and has longer sleeves', 'black and long sleeved.']",cap.dress.train.json,B003XIHXW4,dress,data\images\pics\B008PQIE8G.png
B00CF2VYP6,"['is tighter and has a striped bottom', 'is shorter']",cap.dress.train.json,B007WA2U7W,dress,data\images\pics\B00CF2VYP6.png
B00A0IEA3K,"['has short sleeves and is red.', 'red and has belt']",cap.dress.train.json,B006PF0ZPO,dress,data\images\pics\B00A0IEA3K.png
B009LIK4XA,"['is red with shorter sleeves', 'is much brighter in color']",cap.dress.train.json,B006PHCC8U,dress,data\images\pics\B009LIK4XA.png
B00E36QG82,"['is lighter in color and has a tiered skirt', 'is white with lace and has sleeves']",cap.dress.train.json,B00CW9N89M,dress,data\images\pics\B00E36QG82.png
B004A7XTKM,"['has a full skirt and sleevless', 'is strapless and is shorter']",cap.dress.train.json,B002TKJM76,dress,data\images\pics\B004A7XTKM.png
B005LC4NPA,"[' with a thick pink belt', 'has more flowing sleeves']",cap.dress.train.json,B00BBF4QO4,dress,data\images\pics\B005LC4NPA.png
B0070ZBP4I,"['has a different pattern and is tighter', 'is white with a black cross']",cap.dress.train.json,B00AU1U46O,dress,data\images\pics\B0070ZBP4I.png
B007XCGVH4,"['has longer sleeves and a different pattern', 'Has  longer sleeves and is more elegant']",cap.dress.train.json,B00DVG0VOA,dress,data\images\pics\B007XCGVH4.png
B007HES2I4,"['is shorter and lighter and has shorter sleeves', 'has straps and is grey']",cap.dress.train.json,B0051KWWGO,dress,data\images\pics\B007HES2I4.png
B007G69200,"['is solid red withe long sleeves', 'The dress is all red and longer']",cap.dress.train.json,B009G8F9K8,dress,data\images\pics\B007G69200.png
B00B87L544,"['is more accessorized', 'is not a dress and is different color']",cap.dress.train.json,B00D1HF3LK,dress,data\images\pics\B00B87L544.png
B008H68NQM,"['is yellow', ' on the left.']",cap.dress.train.json,B003AQB3X4,dress,data\images\pics\B008H68NQM.png
B00BBUR51A,"['Less colorful', 'is black and longer']",cap.dress.train.json,B0071BF2E0,dress,data\images\pics\B00BBUR51A.png
B00CJRV1HI,"['Is a pattern dress with blue jacket.', ' not as shiny']",cap.dress.train.json,B008FXBEBS,dress,data\images\pics\B00CJRV1HI.png
B005H67B86,"[' and is a brighter color', 'has a deeper blue.']",cap.dress.train.json,B0051MRA1O,dress,data\images\pics\B005H67B86.png
B00CY8KO48,"['has shorter sleeves and a different pattern', 'has no sleeves and is multicolored']",cap.dress.train.json,B00DGLUMMQ,dress,data\images\pics\B00CY8KO48.png
B008PQIE8G,"[' white', 'has longer sleeves and lighter with pattern']",cap.dress.train.json,B005M2A9BG,dress,data\images\pics\B008PQIE8G.png
B008HQKQB2,"['has no sleeves and no print on the skirt', 'is solid black and sleeveless']",cap.dress.train.json,B00CMOSAIG,dress,data\images\pics\B008HQKQB2.png
B008DS1R5I,"['is stripped and shorter', 'has wide straps and vertical stripes']",cap.dress.train.json,B008S9MJK4,dress,data\images\pics\B008DS1R5I.png
B006P127YU,"['has spaghetti straps in a solid color', 'is black with spaghetti straps']",cap.dress.train.json,B00AG421CK,dress,data\images\pics\B006P127YU.png
B00BUUR43K,"['is much longer', 'is longer']",cap.dress.train.json,B004JHXC8M,dress,data\images\pics\B00BUUR43K.png
B009P8WQ50,"['is pale green with straps and sexier', ' Longer but only at the back.']",cap.dress.train.json,B00CIAJ4KC,dress,data\images\pics\B009P8WQ50.png
B00DRZUSH0,"['is longer with no sleeves', 'is shinier']",cap.dress.train.json,B00B7VW5F4,dress,data\images\pics\B00DRZUSH0.png
B008PHPA3C,"['is solid black with small straps', 'More revealing and one color']",cap.dress.train.json,B005541UQO,dress,data\images\pics\B008PHPA3C.png
B007RB7C88,"['has a flair at waist', 'looks two pieced and not belted.']",cap.dress.train.json,B00AE2QCUG,dress,data\images\pics\B007RB7C88.png
B0039UUHRY,"['solid colored black', ' sleeveless']",cap.dress.train.json,B0039UUI1Y,dress,data\images\pics\B0039UUHRY.png
B003ULNDT6,"['is sleeveless and tighter', 'is more tight']",cap.dress.train.json,B009NF4HEI,dress,data\images\pics\B003ULNDT6.png
B008BKY3BS,"['is blue with one strap', 'is turquoise']",cap.dress.train.json,B00EYPSU4A,dress,data\images\pics\B008BKY3BS.png
B007520NXU,"['is shorter and has a pleated skirt', 'is gold and shorter']",cap.dress.train.json,B008FXMUWU,dress,data\images\pics\B007520NXU.png
B005GYGK4A,"['is sexier and brighter at the bottom', 'is more colorful on the bottom']",cap.dress.train.json,B00BRBU0NI,dress,data\images\pics\B005GYGK4A.png
B00CY8XXSM,"['is longer and lighter', 'is green and white']",cap.dress.train.json,B00DJZPWLU,dress,data\images\pics\B00CY8XXSM.png
B009YK9DK0,"['is yellow with floral designs', 'has ruffles and is lighter colored']",cap.dress.train.json,B004LVO8ZM,dress,data\images\pics\B009YK9DK0.png
B00DMP0FGO,"['is shorter and patterned with off the shoulder straps', 'is shorter']",cap.dress.train.json,B00DUH1ZA4,dress,data\images\pics\B00DMP0FGO.png
B007SPL7MU,"['is complicated blue and black pattern', 'has more patterns and is darker']",cap.dress.train.json,B0091JHH1G,dress,data\images\pics\B007SPL7MU.png
B00194G2RQ,"['is solid black with a v neck', 'is long-sleeved and tighter']",cap.dress.train.json,B00B5MJ4CM,dress,data\images\pics\B00194G2RQ.png
B00E6UO95M,"['tie dye black and red dress', 'red and blue with stripes']",cap.dress.train.json,B00E68XAKE,dress,data\images\pics\B00E6UO95M.png
B00BYNEA12,"['is less defined', 'is white with a belt']",cap.dress.train.json,B00A8FA1LU,dress,data\images\pics\B00BYNEA12.png
B00E3U0VK2,"['is grey and black form fitted dress', 'is black and white and tighter']",cap.dress.train.json,B00ALT38KE,dress,data\images\pics\B00E3U0VK2.png
B00CRLQ9HI,"['Is more blue and less bright', 'is darker and cooler']",cap.dress.train.json,B00CME80W2,dress,data\images\pics\B00CRLQ9HI.png
B00DLAA3CQ,"['is pink on top with a white skirt', 'is white and pink and less revealing']",cap.dress.train.json,B00D19UA52,dress,data\images\pics\B00DLAA3CQ.png
B008ZXZRRK,"['is more revealing', 'Is sexy with round neck and no sleeves.']",cap.dress.train.json,B00AX35G4O,dress,data\images\pics\B008ZXZRRK.png
B0076R8DCC,"['has no straps with large black belt', ' green strapless dress.']",cap.dress.train.json,B007HXPZXK,dress,data\images\pics\B0076R8DCC.png
B00A3HF79Y,"['is more casual with a scoop neckline', 'is black with long sleeves']",cap.dress.train.json,B00ETADEM8,dress,data\images\pics\B00A3HF79Y.png
B00BKWY64I,"['is longer and dark toned', ' sleeveless']",cap.dress.train.json,B00B7DOPTG,dress,data\images\pics\B00BKWY64I.png
B0050W76WS,"['IS BLACK WITH WHITE FLOWERS AND TANK TOP STYLE', 'has no sleeves and more art']",cap.dress.train.json,B004PSQP98,dress,data\images\pics\B0050W76WS.png
B00ATFWT14,"['is less revealing and much darker', 'is darker and has longer sleeves']",cap.dress.train.json,B00A7CZVJQ,dress,data\images\pics\B00ATFWT14.png
B004MW4ZL2,"['is more summery', 'has contrast hem and loose waist']",cap.dress.train.json,B00CEYYAVU,dress,data\images\pics\B004MW4ZL2.png
B00FNZO4KO,"['has no straps and solid black', 'is darker and has shorter sleeves']",cap.dress.train.json,B00CY8UOGG,dress,data\images\pics\B00FNZO4KO.png
B0096NAMF0,"['is boho printed mini dress and has long loose sleeves', 'has less green']",cap.dress.train.json,B0058TYVY4,dress,data\images\pics\B0096NAMF0.png
B005MN4WKY,"['less revealing with brown shoes', 'is chocolate brown and sleeveless']",cap.dress.train.json,B004U6AM58,dress,data\images\pics\B005MN4WKY.png
B00EIX7WB0,"['is sleeveless and solid blue', 'has short sleeves and lower neckline']",cap.dress.train.json,B00EIX6XWY,dress,data\images\pics\B00EIX7WB0.png
B004EPXWIY,"['has higher neckline and a lighter color', 'is solid white in color']",cap.dress.train.json,B003BT5SI6,dress,data\images\pics\B004EPXWIY.png
B00BQ12TB0,"['is shorter and solid green', 'is solid green and shorter']",cap.dress.train.json,B00AN96E6W,dress,data\images\pics\B00BQ12TB0.png
B000XPGMBS,"['is light shader', 'is more colourfull']",cap.dress.train.json,B001PQF1TI,dress,data\images\pics\B000XPGMBS.png
B00BCMG914,"['is black in color', 'is black']",cap.dress.train.json,B00AKTTYFI,dress,data\images\pics\B00BCMG914.png
B000VHIPI6,"['longer and sleevless', 'is less darker']",cap.dress.train.json,B00754LS5A,dress,data\images\pics\B000VHIPI6.png
B00DJ7BI2A,"['is sleeveless with two slits', 'is black and more revealing']",cap.dress.train.json,B009UZR90U,dress,data\images\pics\B00DJ7BI2A.png
B0074HOB0C,"['is floral and brighter', 'has more designs and more color']",cap.dress.train.json,B007HCQ6RU,dress,data\images\pics\B0074HOB0C.png
B006J3Y80A,"['is solid tan and has shorter sleeves', ' solid green and bow at waist']",cap.dress.train.json,B006GV42EM,dress,data\images\pics\B006J3Y80A.png
B005J29V4K,"['has long hem and white with embellishment on top', 'is white and longer in length']",cap.dress.train.json,B006TTA2AY,dress,data\images\pics\B005J29V4K.png
B0036MEGEK,"['Is dark grey with long sleeves.', 'deeper neck and grey']",cap.dress.train.json,B004RH4USA,dress,data\images\pics\B0036MEGEK.png
B005JR1ISW,"['has an empire waist and is light blue', 'is a brighter color']",cap.dress.train.json,B0039RH3O2,dress,data\images\pics\B005JR1ISW.png
B00AMQUX5O,"['I am looking for a red dress that is a little more formal', 'has long sleeves in red velvet.']",cap.dress.train.json,B005SN1HX8,dress,data\images\pics\B00AMQUX5O.png
B003U6XV2A,"['is more fitted and is gathered', 'Is more form fitting and more solid.']",cap.dress.train.json,B0044BD1TS,dress,data\images\pics\B003U6XV2A.png
B007JCDLJ4,"['is a black maxi skirt', 'dark and just a long skirt']",cap.dress.train.json,B0083CQHL8,dress,data\images\pics\B007JCDLJ4.png
B00BOEMDF6,"['is coloured but shorter', 'is flowery and sexy']",cap.dress.train.json,B00CFP62N2,dress,data\images\pics\B00BOEMDF6.png
B00ASK6R2W,"['is black with no lace', 'has less revealing neck link']",cap.dress.train.json,B00606F0PI,dress,data\images\pics\B00ASK6R2W.png
B00CRR1YAE,"['is less elegant and lighter', 'Less exposed at the sleeves']",cap.dress.train.json,B00C8SAYDK,dress,data\images\pics\B00CRR1YAE.png
B0028AD76Y,"['is blue with thin straps', 'is solid blue and longer']",cap.dress.train.json,B001IKKHLI,dress,data\images\pics\B0028AD76Y.png
B00CD49XG8,"['is black in color', 'is darker and belted']",cap.dress.train.json,B008BVA3HU,dress,data\images\pics\B00CD49XG8.png
B0093ZDQM2,"['is lighter colored with longer skirt', 'is lighter and has thing strips']",cap.dress.train.json,B007U2A2Z4,dress,data\images\pics\B0093ZDQM2.png
B005FUMTS6,"['has sleeves and light colored', 'is light blue and looser fitted']",cap.dress.train.json,B0098BUONK,dress,data\images\pics\B005FUMTS6.png
B00CG79NFI,"['has a black belt and is fluffy', 'is shorter and has straps']",cap.dress.train.json,B00684UKK2,dress,data\images\pics\B00CG79NFI.png
B008BUK8F8,"['Has a light top and dark bottom', 'Is a separate top and skirt and the top is tan']",cap.dress.train.json,B007H0R31U,dress,data\images\pics\B008BUK8F8.png
B00DR7EKRW,"['Is a long multi colored orange/green dress.', 'is exactly the same!']",cap.dress.train.json,B00DR7EKR2,dress,data\images\pics\B00DR7EKRW.png
B00741MD2Q,"['has a light blue and brown retro pattern', 'is pink and has a higher neck']",cap.dress.train.json,B00C17ZRLW,dress,data\images\pics\B00741MD2Q.png
B00DQ5R8S8,"[' long sleeved and u shaped neck', 'is fitted and short and less colorful']",cap.dress.train.json,B00FG92VRU,dress,data\images\pics\B00DQ5R8S8.png
B005PSKTRQ,"['is gray and sleeveless', 'is grey and belted.']",cap.dress.train.json,B0062ZTICI,dress,data\images\pics\B005PSKTRQ.png
B00CN0UT4C,"[' solid black with a printed waistline', 'has multiple colors']",cap.dress.train.json,B009S3E9KW,dress,data\images\pics\B00CN0UT4C.png
B00AV1YPZY,"['has no sleeves and is more fitted', 'is shorter and has white top']",cap.dress.train.json,B00901DX90,dress,data\images\pics\B00AV1YPZY.png
B00AIXFL58,"['is blue with black straps around the waist', 'Has a blue section and no zipper']",cap.dress.train.json,B00AIXJFQO,dress,data\images\pics\B00AIXFL58.png
B00CH37YG6,"['is more brightly colored and longer', 'is yellow with floral patterns']",cap.dress.train.json,B00CQUJBA2,dress,data\images\pics\B00CH37YG6.png
B00CLF9RKG,"['is a little more form-fitting and darker in color.', 'is darker and longer']",cap.dress.train.json,B00CDRFGZW,dress,data\images\pics\B00CLF9RKG.png
B00H3QRPPW,"[' sleeveless with more blues', 'is silver and more revealing']",cap.dress.train.json,B00DTICP8A,dress,data\images\pics\B00H3QRPPW.png
B0089AHJ34,"['is black v-neck mid thigh dress', 'has a V neck']",cap.dress.train.json,B005FDSPW2,dress,data\images\pics\B0089AHJ34.png
B007N0BY8W,"['is more revealing in a darker color', 'is darker']",cap.dress.train.json,B00AMQUX5O,dress,data\images\pics\B007N0BY8W.png
B0067LQGYK,"['is less sexy', 'is sleeveless and is darker grey']",cap.dress.train.json,B00ASUZ8TK,dress,data\images\pics\B0067LQGYK.png
B00EVQVGSY,"['has no straps and sleeves', 'is shorter']",cap.dress.train.json,B00ATFX10W,dress,data\images\pics\B00EVQVGSY.png
B002YX01MS,"['has no sleeves and lighter color', 'is lighter and less revealing']",cap.dress.train.json,B008B5AWBI,dress,data\images\pics\B002YX01MS.png
B002SSUKXO,"['is black with images on it', 'is short sleeved and longer']",cap.dress.train.json,B00A6SG4EC,dress,data\images\pics\B002SSUKXO.png
B00715FYU8,"['is dark golden color and longer sleeves', 'is a solid color']",cap.dress.train.json,B007WA2QYO,dress,data\images\pics\B00715FYU8.png
B002QAZQGK,"['longer and flowered', 'is a print pattern']",cap.dress.train.json,B007CMDOXE,dress,data\images\pics\B002QAZQGK.png
B008G0HR1Q,"['Has a green striped top and green bottom.', 'is sleeveless and mint clored']",cap.dress.train.json,B00DJ4FSEC,dress,data\images\pics\B008G0HR1Q.png
B005EVNHD2,"['is brown with white boxes', 'is more fitted with a different print']",cap.dress.train.json,B005SN1M74,dress,data\images\pics\B005EVNHD2.png
